N,P,K,temperature,humidity,ph,rainfall,label
104.7626927559254,65.00212590582959,87.73035290847253,25.62305869285556,84.28568129422791,6.3685991281894605,222.35958385194527,rice
130.21081681987232,56.38567418176174,73.04270521010113,22.82028087670386,61.26234093228929,6.036160380524763,72.12513423781314,wheat
98.4852316017705,44.97170436977513,105.39736728539671,28.09553169402651,88.44262651058821,6.485084059685096,215.45267914554177,coconut
105.97597553815089,60.399403172539884,58.42330202778666,34.00760162450732,77.90016133373217,6.45891847751823,139.00855316227873,cotton
136.0652491794544,77.04771945658507,40.36392725123104,25.754121759927884,57.51076188712567,7.173288540908754,186.59266358138072,cotton
108.84406006556043,62.55678267022495,45.00835605623281,20.693940859041835,52.69630555208482,6.701824011318172,120.915028572267,maize
100.9303637459165,58.337256965257524,51.75018228897356,25.742875750902108,70.01637011582542,7.054098571303513,183.46435683898267,maize
104.49845060708626,78.71308318738909,65.02085929486184,34.012240229777895,72.52205391974819,6.0894382099550235,277.71580444966713,coconut
72.23622588075608,42.09724284640857,39.53593309379635,26.505905939690244,69.14599595993796,5.826416290760904,110.5582712904428,cashew
117.1779158831481,58.828237892637496,46.29486333399642,25.310681302444564,78.4070869838155,6.101781464158767,108.79386844683576,cotton
82.81842710667833,31.125745617956433,59.47039895013684,29.45122448744887,77.82667360541159,6.691303102904478,253.98261929899917,banana
47.867527892512925,44.74966610338768,25.997951859890726,24.641926057594638,52.018909690754384,7.392159723134078,61.75011907189079,chickpea
74.38581381410427,43.37620011569128,37.07885764283706,15.19843219357941,50.235609131389616,7.538885158843113,96.087731049567,chickpea
111.03490374565452,82.03765205758813,72.50177860290208,32.555199925455085,90.46207192503925,6.180140771760301,261.8611378215184,rice
65.95061544637544,59.09131857717621,23.028646287399265,22.161242842205304,52.036134678908944,7.163473294842373,64.08770674534259,chickpea
58.69937415451912,33.36985496628525,68.39373706954075,24.241079251270012,78.01398562486506,5.021422042348324,277.8988505899609,tea
59.941426514324,50.42029883223135,57.86892574344338,31.380721804343636,72.53937684441424,5.720788468499867,170.17036180560086,mango
67.83861081617623,32.34430726541746,54.29425533910975,20.22198054499443,82.5383255862779,4.67379885713524,206.38260347097136,tea
133.4516525240984,48.6185162910292,44.81927289753872,33.51537171897925,54.6983844467795,7.936900203340488,181.10458752783643,cotton
97.58896418628477,47.33243933432965,63.91156813108146,25.49922485663379,72.31113397672678,5.60705052083407,264.08371732798844,coconut
114.93565831636877,35.799610821961295,60.10051419746175,22.072825225497354,78.77796823909412,6.475026534025389,254.82255430173973,banana
62.308190476266844,36.61189932176137,68.12219891877092,30.079818071034893,79.41456327971589,5.382188533596956,148.57841143552324,cashew
136.98634438328986,60.68527568042552,44.682576519274505,30.28177721423017,53.8061848418928,6.981233697941013,137.89916726331955,cotton
77.22228799049476,67.01561510254453,88.87117068164541,29.477202905250024,83.8970537159624,6.134005703099612,253.99853797158556,rice
63.56114198975639,42.85645572176937,47.8951929055227,25.909558951477926,71.0115113215802,4.993300216238959,229.59926251439668,tea
68.64760920622135,46.18339200765841,34.13990014374271,21.042074267100176,88.37958651000797,5.169942613363766,201.34440439834162,tea
106.6615405398908,79.44707189134779,72.83396037052515,27.814773024509194,52.102060871635686,5.641563893443895,94.44537794066406,cotton
57.41049118626215,58.41382801557239,26.900336798491324,15.820990603874789,44.084842127368574,6.837390286655369,53.17809571567414,chickpea
40.39310210279152,48.18365174916977,26.587585386041514,25.400663077782788,55.324909455207575,6.6081892719425674,88.69762086669121,chickpea
46.53467033593681,43.68918102119767,24.045878983164073,20.80060585565967,41.02300411240795,6.795586881858196,70.70244682688205,chickpea
45.16284987723526,45.957187967804224,35.60096174080087,22.074395477928924,44.5496320738708,6.332369999219498,59.96376859062275,chickpea
130.49140539106463,89.89068244293173,57.42333259251732,23.178342161750216,43.60627166111826,6.54448909796085,60.230346419924864,wheat
93.26630687777335,64.06215517199297,38.89679736617792,27.144241640712423,72.77015847565792,5.705031928132949,141.66253570481211,maize
111.97056874649611,66.06690070459253,72.48435466776273,20.308767414437035,94.54864778242991,6.332442640800422,221.23391106782762,rice
73.75251454633224,49.2065810128553,24.35175879863289,17.00667217490952,59.066143351647455,6.145331175162314,51.94560519615554,chickpea
100.22636927869348,42.734128012398344,53.512795274523214,22.85758324592706,62.98300638797788,6.870887766443803,119.89473885784544,maize
98.8195684326363,56.81670654525303,70.7746280197027,30.332608051003568,71.76968499155538,6.833209456910263,211.73057454341873,papaya
104.9096510550991,36.51357591035626,91.5912694201073,22.518147020091316,84.81029489115076,6.920561954315621,271.0952363120363,banana
66.73676632896395,59.77442295888252,84.93177947159779,31.743294980606137,69.92521854020508,7.3297723002430075,173.37947769709234,mango
99.97593922934674,53.07178823431109,30.32433250905589,28.265510741914643,74.02942101210095,5.7089090362003025,149.22288573592402,maize
68.49443128240624,57.42670795166712,86.26948008309162,26.306270143228705,73.8467498495335,6.732448503213906,164.30877126272222,mango
75.6303574519656,76.04290037943751,71.67777883219348,31.129773415893602,89.71267240175408,6.823594802149546,293.48458928417534,coconut
73.15283924148267,88.55191534914788,50.213747506266415,22.73176873533049,91.84547760713718,6.158707775500876,249.81957164531389,rice
73.93887097625058,47.2651070335162,35.878702669037025,29.114884838616554,52.46420746136014,7.4832545749037775,88.3058387224681,chickpea
92.788865089209,58.87289994214841,53.379448908783985,22.334371562926787,76.50433880352512,6.569511869344421,233.9586861881778,papaya
88.49405030253676,47.79900799601157,56.712285516579854,27.49977798452071,77.24685466100969,7.017430642327842,151.65863671883622,maize
135.60388140735233,67.29387303689288,46.178389888932955,15.254477599057509,59.37467158859452,6.6369023174547435,73.62416666325167,wheat
58.68696533409786,53.19296661562865,47.35375236569837,24.729207696558838,61.21104512482521,6.030231823988444,156.7826091399584,cashew
102.08289624885079,40.51286598042423,71.82177567706592,29.771463759890494,53.92643415660728,6.0889148364862535,191.9004743716859,cotton
121.92459169215124,72.20361273982651,54.68951415125302,29.327105081327613,66.32761898341093,5.900564035735252,154.01403294230494,maize
115.31345962712317,41.11248433182483,71.05778970387803,25.778770814409093,82.49315355142434,7.447035718242692,170.2988695902072,banana
105.05856981614285,73.70218005860725,54.487264111766066,31.60469721364431,64.12449258097695,5.9973244494875955,152.2023930344558,cotton
94.25076622736293,36.07635759511835,73.17739196294609,29.17356452730927,73.73575305759735,7.025598105751611,176.96158275520747,mango
100.79104255126475,50.26724458675535,58.005317136010575,27.182213904975292,82.28106985681978,6.124614207707522,231.49527847143756,papaya
54.88215068325264,27.57335013988282,38.460820709769095,24.682687659277132,85.74113307980733,4.8143148787246925,208.46698142752894,tea
103.58803676059384,78.46174891524439,72.29046597305002,29.596327543564602,56.708076449710134,7.833637763124631,121.35159148723662,cotton
117.74683769652668,45.10693774952185,59.83491035354312,24.513174647251546,84.27260741566201,5.536886947354533,260.9564333979897,rice
105.18836306995533,48.44314529032575,65.99736336973871,27.248427441352515,76.71435808998288,6.775190769293905,188.47995794503396,papaya
68.58153854097677,49.92440964639742,38.86655372349553,20.63909457647249,88.94454054693422,5.454153727119178,299.04657320615763,tea
103.08233116537325,52.92754646219896,53.36953274784243,22.848969771114675,61.23042804222747,6.788614964672407,80.69076225766437,wheat
109.49733873499225,75.61818887728953,44.16899211233391,18.845113276448124,54.63001205863793,6.652224259545473,98.02124210344815,wheat
128.5878435602649,64.15171029144472,51.95704600393333,29.10816395567428,56.53099396571697,7.915053647825522,95.67612578688318,cotton
87.86366040898577,52.39151436836397,38.701365958873104,28.714140341908543,70.18108982626694,7.093362794382744,110.05614785509988,maize
44.342525788112376,56.669315719986116,41.830182039847855,20.550619742069426,63.71149205490096,6.147564784955735,140.512607333686,cashew
50.91778621895709,40.5888823402511,81.8911089629705,24.102794488348685,65.32976943682593,7.203775964940767,202.60372925381077,mango
106.33468615779944,41.92294089205035,30.331327027416144,32.23192142682251,90.60286015771426,6.2290071680409875,277.12703466859455,rice
74.37690363445218,59.73861364849474,53.883113387200524,27.713107617159295,76.71612739235673,6.107839247173692,126.51490022170107,cashew
43.90316678305078,26.609790824770027,65.12945657235043,26.380329114930255,79.91098529479139,5.145881323783299,185.56276815352336,cashew
80.33418816688554,26.743961937361473,74.84780979120853,27.143875620372924,84.16643102693916,7.058244977901936,254.04909783568124,banana
107.45577895129352,60.432796530077184,86.87348069066779,28.092688787921897,80.04797055687071,6.008019406685547,263.551780162104,coconut
116.48788852659152,53.16615826804646,87.67143382943485,33.58025962934096,82.93686702183945,5.5693613008751655,210.07780013774266,rice
135.25032271052046,43.11515956365163,68.2721438484202,34.20038164109053,58.120508129051935,6.426228592648785,148.27056870136596,cotton
56.75190683402737,48.43258184981926,96.92891197930166,26.044152611218767,74.77993423738235,7.488575971522118,183.34257320236043,mango
95.39310188079969,79.92381186718947,101.69791612911834,28.083945919651462,87.53717166052343,6.672583398981939,152.3122749114809,coconut
95.25583592353372,78.141079426029,70.34376859790716,32.19663925596711,82.28962016405964,6.519512696710953,202.68294460013544,coconut
89.11979043222296,51.537530119407116,79.49171972198778,26.20678008237118,67.87330333227649,5.823791220104717,137.3943025006917,mango
80.25691028421768,86.57458223475115,49.39217592124531,27.781859326150492,90.54528438342767,5.863629602379294,297.1782082720961,rice
47.476478591623035,43.197402871897786,64.91061108560129,24.22400915352877,60.39759817394561,5.811830942049341,195.66005677673076,cashew
66.99572812216618,44.78132768150059,35.16080842022433,26.40008317443148,46.251960498166,6.821365266020566,52.581416645812055,chickpea
90.16074139373168,33.08872507499936,46.71878785419669,33.623988289499806,83.59342836000458,5.644894872091223,248.9452760277563,rice
88.35203817035392,28.240696171655042,56.193254335760145,18.520760329872623,71.3283280896287,5.051828224223585,210.49391803279494,tea
114.01270832630397,28.514003441534296,80.12519526698883,25.42878132360805,83.3289359488723,6.187633364754605,178.16961520116558,banana
55.18873543173704,65.64642026969685,51.943684850834465,31.248370733282172,67.725577488154,7.243091361416253,172.74884268662493,mango
70.28666501650079,29.137406665950493,44.24605470250708,25.91255681875259,63.40213764024152,5.742367407164991,147.13681557014905,cashew
132.94977847649199,74.28116113322312,56.6042870741973,25.89339902291867,63.133444318988595,6.076836475517634,114.9435745995949,cotton
53.49309603423308,58.88055910497971,58.641002572822615,27.789564827334694,65.61543034134837,6.039947273710924,215.2631606675863,mango
103.20914128796566,56.16139945818237,59.210870045706315,26.702539760443592,76.87903588798416,6.937193098078088,207.10304925445143,banana
88.08357181184809,59.0760042587188,51.549935261160115,22.473403158190834,69.21845550646663,6.833200958093238,99.52396925702791,maize
61.96257238435372,34.36655754535813,58.70813446837347,25.33566620466464,73.5706580907943,4.87614731001049,246.7838013124715,tea
107.73187566800279,35.785976735859535,72.89845068906908,27.56854139699968,70.38448374826633,6.924747475864361,230.7387851464613,papaya
114.0662444732476,61.37073698652335,106.71608152203339,27.487071559664678,83.56365169178136,6.853291177574014,207.859849184975,coconut
105.70477212756299,52.33873125957936,47.191266018570474,23.252111962762115,51.17808242724957,6.043997210688712,80.76548520879088,maize
112.13100590270382,55.052290550532334,67.68645366776528,15.622917981300628,55.28266384449369,6.996696853852977,92.55881078024075,wheat
71.0699899952299,41.51351292597231,61.22871982826089,21.776267686455917,79.63815137672005,5.468662913146738,267.2148686932407,tea
124.17217679285915,65.20074722475309,56.69531767201893,26.443120436874814,52.80678220737007,5.541678876499082,184.82411170942575,cotton
115.80340691065258,58.88213898493953,91.55949706422857,21.100177211275437,84.47427998059793,6.6350370410261785,161.3034407067295,banana
114.69747952550784,49.18392643015875,33.5265390045066,21.652844901429575,50.05976405657211,6.937479235707061,167.8881258870055,maize
67.06506497340847,64.59098853085521,46.44331324123236,28.3126700377369,89.77130582527796,6.3297418037072015,220.6421271760603,rice
85.092475149869,27.02689191874338,97.61598150952399,26.93169360253846,83.01371535463636,6.596452478599129,207.08378185069378,banana
88.76236692239533,37.72159906540644,77.06879167535718,27.699736182066008,76.03959375912389,7.443547974681793,284.63089387763785,banana
124.12799383861736,58.6523902456068,32.27099181929363,23.878260899169312,74.1061297838781,7.303548057092457,104.4167290997115,maize
80.32561126616095,55.21297579934626,91.35790742138117,28.675026555355174,67.7544667979051,6.030069836281095,180.42884189233064,mango
129.5147807424612,91.7072298500338,69.61904527814076,16.428502873008387,62.60283766770907,6.768922782107641,86.3416206268022,wheat
54.32558866116578,59.790106667686445,33.6862849785069,29.23471000570502,42.851131100662315,6.7642789496651385,73.28390819694125,chickpea
83.80429196021649,44.08617224505817,48.15731846971961,22.895224452651554,79.94490960379126,4.540438831212661,289.279335642066,tea
115.66102792711317,70.63109204243119,67.82472585987227,15.032182636042787,58.587680123795224,6.355493010441357,91.76789325108336,wheat
74.59033145996725,73.33601591133956,81.34178808637714,32.45329796850487,85.95775294427682,6.168085136570646,220.49842954158208,rice
76.90580558414288,50.04743639944191,26.55767988036517,26.05698620934959,40.73425886966133,6.949538012087302,60.17940365622001,chickpea
57.03266696168334,60.83159683510157,71.86408241223089,28.43903482895057,66.36966634544235,6.513540081435576,118.98179667945658,mango
72.786282241505,31.86804497307068,69.10000952255311,25.527895155856417,92.96537374759455,5.973209906691557,296.8193427914722,rice
50.363928215284446,38.76399056118946,74.61886689389027,25.613967017761013,75.21603343512203,5.67908813994491,179.3344827860976,cashew
88.6732108396361,79.69268553192498,119.68878175822633,26.147862786606126,84.51937558656695,5.577618219503652,154.5288023005783,coconut
90.0451361289563,69.2499764818366,88.95230444800036,34.403161532392645,75.87352826716872,6.123555367427393,268.0435215718562,coconut
80.07305553705012,37.98758693477359,54.514214462612756,26.259416044416096,80.25472940570451,4.975650984451637,264.50974456426536,tea
91.18643691336106,50.22019058587718,79.73300195295657,26.46331285492709,83.73071408881445,6.11714498660403,270.6777216885446,rice
135.80470962826146,81.83348410836037,64.55734339040248,15.6665204056069,55.552240658356126,6.1501690008170415,89.49735074885942,wheat
49.73409976134395,26.60466313154062,74.41749537478641,25.106760433154086,66.23943084864841,6.358932814624074,158.5099898544986,cashew
61.146264159571025,46.68885054236208,30.386253852846064,17.963338585177173,56.10348794720754,6.371553909397416,45.097977393367984,chickpea
115.22772140137226,56.90914547575729,40.395725038581546,23.976123785528706,57.92828789475918,5.910665877413599,137.9647637070668,maize
121.71761777957312,45.17522467866804,55.032848760317634,25.99146112277624,68.68862132550146,6.617185488001097,173.3581965885124,cotton
41.37725234293258,48.916510996540325,36.33310486403247,28.27858318061348,41.73413135191281,7.076726204202045,94.79378117675623,chickpea
52.81605144560859,43.285736865448186,35.663228618473944,16.83746792948984,52.698133183063256,6.247692053411635,44.2321382555774,chickpea
130.652162844756,59.917943703290554,52.401360960498,33.119677423908016,76.01456453003365,7.182520415721692,85.63573068892008,cotton
68.85908330936068,27.47884027917641,53.731542706914716,32.41506703353791,69.02430626556793,5.223634623152372,198.50338450059598,cashew
124.60877752924043,65.31268103933058,64.95583345166554,20.270414639116517,52.78250151671114,6.1307103767402,95.46416860961867,wheat
100.11444081818438,74.46915717271384,58.85454012433977,28.59317144487212,84.05717450222683,6.167041781338153,213.29392622455654,papaya
41.06772634347417,43.63486915630702,37.30733138334175,22.796081211021665,71.21017468155947,6.299283372898371,188.28056791884848,cashew
108.1815957773567,65.95928096856514,79.36886986283059,30.454881480569618,72.94547616996654,6.178846755153374,282.17960093334614,coconut
97.26709761224438,53.42441817079371,59.355764051674214,28.565372237479266,71.0350958477078,6.95411352323078,147.44873532830854,maize
62.539011597364066,46.60309759993712,63.58517550275968,22.324537458678833,78.53804174645674,5.481917784501414,278.39165096792027,tea
54.65212581049356,50.81767332733986,72.90091922204951,20.619046210619327,78.37705711766209,5.913622482531521,180.7314300769052,cashew
113.84398906151142,98.78051004299574,65.63888309381328,23.22480563634361,43.97574018225545,6.862014482272622,96.91028762053577,wheat
89.5863881815589,61.5172292556689,76.54115381416202,26.752242923661154,85.49443245218683,6.920186758422431,165.0660626792949,coconut
56.69706097000002,72.18944446039791,90.21014536488906,25.987203923002873,69.0656780790549,6.2112439985151315,218.6506111098111,mango
136.723062087966,64.00186647752447,74.33366707196484,17.92218230461898,67.32310484931746,6.7539619035967835,92.19627107365754,wheat
60.44074166472363,62.225743821453186,58.7775315371404,30.653177676839814,75.0840432990554,6.819333752298861,136.9907729872807,papaya
67.31330253939652,57.731059675773146,85.46571474017418,30.448005894971757,68.57241968170136,6.654106683427089,151.33983891846194,mango
84.5350519749583,51.70138651923588,68.95804319899717,27.74302480457434,71.20832632774193,7.281990749288529,174.4263889151673,mango
81.0075155500038,33.47056059380378,88.14615780844868,33.25678827445138,93.91628424792819,6.494907822646435,217.38952492194872,rice
90.52465572706708,43.66384619471628,104.707964909904,26.270562653576743,72.07747580557621,6.565217556394755,181.32555306779759,coconut
79.20300666413317,28.516691424172226,33.151282840156576,21.322820276891253,74.97796770386384,4.734544100748053,219.27543218870395,tea
132.63823157660826,55.13262428661038,43.53587868587034,28.422255247789046,79.4415000272384,7.0742089881480075,129.93931356873892,cotton
87.10929119132015,23.778282050748768,44.8321679017939,26.507449481141062,74.51973531322984,5.156413134229673,216.4216958227346,tea
101.65534113588659,37.259590465590776,96.52132563175908,26.52652980000607,86.61166650228903,6.033174195370718,192.23307940922936,coconut
109.47482235897928,89.0262757621931,50.99224142192544,23.226143185136785,52.71214760946289,6.667549899291471,63.82141255338673,wheat
61.41391072246627,52.70646693416642,23.92973933912422,18.17618793078629,40.82994651019813,6.644135070391459,73.5846796800205,chickpea
42.79776040554525,41.76420345146826,58.320259320182046,22.206048568255152,75.30864433489543,6.116352887655858,190.33410137067946,cashew
126.27820625068559,97.8307310541729,42.75832065425685,15.570547211512544,48.465612240796005,6.261705683735906,69.87915196287999,wheat
87.57208367353417,42.51950394945352,62.00359229195144,28.8571671276102,88.07118607394564,5.858479881633515,180.9769747394676,coconut
112.98343319601081,68.32307674356989,55.846907664370214,21.954672066898624,51.65674303811037,6.448693622622531,69.5017652349731,wheat
60.73675625607816,50.833212992193715,86.80086841826679,30.12528854448019,74.29020885716801,6.255936711282568,169.5513708659767,mango
51.038440734156836,23.599422253984827,41.46189594215268,29.667117620900527,81.1703230632165,4.873261732029269,288.8716094612746,tea
87.47425911540505,76.47773392389797,115.97775291402476,27.41852947064746,85.96442363176027,6.149611757716848,287.6287090845522,coconut
108.25426562263782,70.8650764391443,44.966869936078254,20.121031167761075,50.27115407237876,6.214058687940025,191.14328821181385,maize
94.29676136819398,46.79874561961705,76.16957599151621,22.80565622836285,84.85518854606366,5.9254364386164164,250.7610378684455,rice
107.9239053103896,78.2665127285805,58.55729946753345,24.72005329631537,58.255818180893996,6.349506372086819,64.56383139551734,wheat
65.99162910050498,28.36440397238743,42.253034244172525,27.136952224919014,73.07130305362205,5.218803690430844,118.5223330830938,cashew
54.34697803461271,36.14750042788768,59.40292832395378,28.708212876836082,71.58283783426157,6.027612149892715,101.81049029509269,mango
127.88052055737052,62.40463932037393,55.458502573117414,29.20249601807542,66.86332647869688,5.514661819717904,89.42118421443318,cotton
98.13047090103439,51.6875975310098,90.3173077718834,26.5477575128426,77.2842585230842,6.411017670578321,204.07776175722296,banana
106.49487439651014,26.331322027974945,81.28705955238101,21.281880728104618,79.25356496269984,6.370809110608315,264.77253491994554,banana
115.24355050216909,72.6851256806234,46.39290948233542,29.670352752561463,51.550061649738836,6.5095911966090565,166.214473678706,maize
75.86389135209882,34.02874037817004,40.93535672455114,24.928791205597093,88.6700375340487,4.534981873516154,276.92312035414375,tea
54.42611576073642,55.44995555259642,64.4105984224053,25.763399434671257,70.44531292904509,6.564620526759821,111.38074618360713,mango
91.90733268328482,76.33738207517501,44.042071627028704,24.662994129398186,72.81726927365847,5.808984408009851,138.4718424920061,maize
78.31265029992372,57.069682787086776,69.25267789498128,26.015278344427053,83.56710890921931,6.503228345386118,180.4219467718751,papaya
111.94902294355091,97.03396225576702,50.37187035463095,19.29656812738935,66.18190751453805,6.841933566791809,67.4440567138511,wheat
70.06811936705397,56.04756487818407,40.43340651215905,28.41394202597919,82.88482801651963,4.520340831067601,272.46313368993935,tea
42.706941466319336,64.73559514956273,62.94907694815517,22.434212364710355,60.24832178338847,5.256923954438227,183.81759206857384,cashew
109.96329829799839,41.00248776919668,66.63248186500412,34.220926535723315,85.02296735645166,6.384669401167118,265.3780184993892,coconut
42.30570782389574,62.490481791113616,58.45071372773072,30.487897969720645,70.50351579868448,6.252106932165452,103.31334621932109,cashew
116.85203526533459,73.55357347061081,75.08481870649152,27.43179980264226,66.51711903624093,5.9812328765895675,92.22545169674679,cotton
80.13552459679343,58.83163962276118,61.484045301434946,29.558431691657,84.1454145188891,4.5797634254510715,240.19201869926763,tea
102.61826746310219,64.04486970260173,69.4205265636864,26.006224449144675,73.14897747510227,6.776151864105623,183.23318286884125,papaya
66.29450716968213,48.782751546245855,80.14037661333796,34.845907293877254,74.37764559318224,7.2243059165862435,233.36958035572874,mango
73.19615820959694,67.16093522457294,91.63794798772764,34.00867894401579,76.25891234696716,6.361242999414374,225.1132912111479,coconut
57.54395725086368,42.46530133137519,57.71233575396402,24.38543832245648,78.68473393222791,4.8873334208566925,284.1691768097004,tea
91.34028761083758,57.937006221659715,90.54784641013451,27.223735076327984,75.77993866409409,6.159195028963529,228.9893884210938,banana
61.751482815669874,53.899402662429516,30.303340567731777,29.85427755877412,52.226833124954524,6.741947425184338,86.32912165695029,chickpea
64.54551611957535,57.95870586887474,36.19848840605799,23.746953286493753,54.60443435514499,6.729644940415597,78.45793168592547,chickpea
57.310859373672756,51.91359648323059,21.612308103392035,29.093528835377484,55.10267234890392,7.173247836567326,89.70632025633945,chickpea
103.44464442025495,62.36546625851874,60.111337673867226,26.444364841550776,63.26198639354225,6.335261630216408,142.61970503662272,cotton
91.2923333025305,48.411470456293,55.16084596382251,31.457016618524555,80.50282388941079,6.547739909469136,199.24390940680033,papaya
51.86825156679598,47.510802832061266,44.97409243626808,32.254750712136044,62.2100270245538,6.244169959642496,160.27298005076017,cashew
111.32763504066043,72.21947156280143,58.45042974523951,21.46751240976502,87.37423812675249,5.973471770780566,217.32018699100152,rice
105.77384406091657,35.65257165841359,61.737871588649114,25.790180987866627,77.47226080376723,6.457631874545175,187.45563911464058,papaya
87.09062530525637,57.27610737682413,50.50892804294209,21.669113845722052,79.19174011758888,4.686557912195616,263.63443153180896,tea
72.89642271544541,31.87098810367708,45.73584265798951,28.926168960503823,80.77138720226375,5.9963662472012365,259.6842848916889,rice
132.4707915236055,82.82393036657513,45.123829854648,18.382675059944983,67.8425092097815,6.224615611843852,74.88668095350053,wheat
88.32333029898172,36.72230460470526,63.76664194269594,31.142399383895203,70.23223688706273,6.272917160324371,120.31909623769975,papaya
118.63857098325396,49.47733299626594,50.32179389666618,25.657815548409964,77.87434151635063,6.274645035950628,87.93982266013285,maize
131.40066175348227,94.60423444701172,78.21338746015712,22.86903386255295,49.46220687244038,6.688134706086542,77.50412496221568,wheat
43.27875110373962,42.264620694893964,68.1329187456737,27.101316959501684,76.58573355061029,6.094530208691458,120.94283861389336,cashew
85.03674530720991,50.51757835958976,58.77712184868753,29.631154285681614,81.39342750870863,6.852983969030136,246.47135861234457,papaya
105.67887959043975,67.39707057910833,58.014039156216505,22.488263369633064,59.534427546450225,6.6209285674784315,74.09499786438617,wheat
71.14342045295436,50.857518114193866,68.49994429799887,32.148578538767396,72.8418717923208,7.026570380406318,208.39175872516745,mango
82.80880386737195,59.6438291753266,57.81331886575282,21.053932181078054,72.93322184226513,6.319342106751986,158.62084574292055,maize
59.39794251333571,37.69883707974074,36.21809168625829,25.15129914876845,75.0108884854264,4.8338420643433855,247.1250716623528,tea
106.69662122135324,20.510617060715894,92.29311138749486,24.467395253113928,78.42966519700079,6.2073683484510855,221.5251524101819,banana
84.67216430935808,30.926384814797807,52.57115345875192,24.55328749808602,84.08437547872265,6.156720475130937,260.8375093526354,banana
73.92111610629125,61.812010822909926,52.965587538375644,28.046455951842383,74.84185185116489,6.044218887407812,189.06785956054708,cashew
119.71458337789787,70.21448736274345,61.23750713648376,20.951316749056815,40.29771463383507,6.464095159453504,98.53996963550352,wheat
127.4530878674439,53.48205740812028,46.99525748703837,23.557372589057863,46.81538671070545,6.83704112524294,71.17104353817642,wheat
91.49281845556061,63.87066330042949,109.09272008222779,25.05652104841185,89.83994018029702,5.774340658493799,220.53734784899643,coconut
61.09503253333206,39.03570043317963,48.83040886670809,22.661126654734282,86.41350766802141,4.951164003687596,260.3644524505988,tea
121.50324552206058,63.03169884489239,65.80600333203614,25.169691293154663,78.81100323866391,5.61147023183536,97.16743432680829,cotton
84.73971774709366,68.21095115948297,79.98807937306849,23.876164158071703,72.04350477318589,6.630400926036,159.1593472480963,papaya
